new_ID,EWRB_ID,data_year,Postal_Code,Table Names,City,PrimaryPropertyType,PropertyType_selected,LargestPropertyType,Weather-normalized Site Electricity Intensity (GJ/m2),Weather-normalized Site Electricity Intensity (kWh/ft2),Weather-normalized Site Natural Gas Intensity (GJ/m2),Weather-normalized Site Natural Gas Intensity (m3/m2),Weather-normalized Site Natural Gas Intensity (m3/ft2),All Water Use Intensity (m3/m2),All Water Use Intensity (m3/ft2),Indoor Water Use Intensity (m3/m2),Indoor Water Use Intensity (m3/ft2),Site Energy Use Intensity (GJ/m2),Site Energy Use Intensity (ekWh/ft2),Source Energy Use Intensity (GJ/m2),Source Energy Use Intensity (ekWh/ft2),Weather-normalized Site Energy Use Intensity (GJ/m2),Weather-normalized Site Energy Use Intensity (ekWh/ft2),Weather-normalized Source Energy Use Intensity (GJ/m2),Weather-normalized Source Energy Use Intensity (ekWh/ft2),GHG Emissions Intensity (kgCO2e/m2),GHG Emissions Intensity (kgCO2e/ft2),Energy_Star_Score,Data_Quality_Check,Data_Quality_Date,Third_Party_Cert,ENERGY STAR Certification - Year(s) Certified
107583_2019,107583,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.178250368,4.6,0.681399959,18.268095405,1.697161490,1.171031680,0.108792396,1.17,0.11,0.888091279,22.918437326,1.067526602,27.549016735,0.88922694599997876,22.947744790598165,1.067526601839055,27.549016734562294,36.597297759,3.4,,No,,Not Available,Not Available
107585_2019,107585,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.217000448,5.6,0.794966618,21.312777973,1.980021738,2.276870224,0.211528152,,,1.057305602,27.285249553,1.275353589,32.912282758,1.0584412690574463,27.314557017672403,1.2753535892183605,32.91228275841857,44.132035533,4.1,,Yes,2020-06-25,Not Available,Not Available
107592_2019,107592,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.213125440,5.5,0.794966618,21.312777973,1.980021738,1.671388987,0.155277108,1.67,0.16,0.964180941,24.882037455,1.176550595,30.362533337,0.96531660804595398,24.911344919551009,1.1776862618160642,30.391840801852233,38.750079980,3.6,,No,,Not Available,Not Available
107599_2019,107599,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Office,Office,Office,0.577376192,14.9,0.227133320,6.089365135,0.565720497,0.630336120,0.058560138,0.63,0.06,0.831307950,21.453064095,1.386648916,35.784414290,0.83244361611492268,21.482371560036341,1.3877845823907715,35.813721754930981,16.145866658,1.5,66,Yes,2020-09-24,Not Available,Not Available
107600_2019,107600,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Enclosed Mall,Enclosed Mall,Enclosed Mall,0.569626176,14.7,0.340699979,9.134047703,0.848580745,0.805542669,0.074837358,,,0.899447945,23.211511972,1.447974912,37.367017379,,,,,19.375039990,1.8,,Yes,2020-05-08,BOMA,Not Available
107601_2019,107601,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.209250432,5.4,0.340699979,9.134047703,0.848580745,1.104616174,0.102622194,,,0.538305967,13.891738226,0.742725955,19.167081856,0.53944163390803312,13.92104569033733,0.74272595489653415,19.167081855748663,17.222257769,1.6,,No,,Not Available,Not Available
107603_2019,107603,2019,M2J,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.162750336,4.2,0.454266639,12.178730270,1.131440993,1.558930830,0.144829404,1.56,0.14,0.592817964,15.298496527,0.751811288,19.401541573,0.59281796399998599,15.298496527065444,0.75181128767814298,19.40154157263855,22.604213322,2.1,,No,,Not Available,Not Available
107605_2019,107605,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Retail Store,Retail Store,Retail Store,0.496001024,12.8,0.454266639,12.178730270,1.131440993,0.357339869,0.033197958,,,0.974401941,25.145804636,1.455924578,37.572169632,0.97440194082756315,25.145804636440904,1.4559245782528389,37.572169631605163,26.909777764,2.5,43,Yes,2020-10-01,Not Available,Not Available
107607_2019,107607,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,0.581251200,15,1.362799917,36.536190811,3.394322979,0.748906133,0.069575652,0.75,0.07,,,,,,,,,,,,No,,Not Available,Not Available
107608_2019,107608,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.383625792,9.9,0.794966618,21.312777973,1.980021738,1.624531422,0.150923898,,,1.122038599,28.955775036,1.496808576,38.627238358,1.1231742651264103,28.985082500512881,1.4979442423677802,38.65654582222092,38.750079980,3.6,,Yes,2020-10-01,Not Available,Not Available
107611_2019,107611,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.286750592,7.4,0.454266639,12.178730270,1.131440993,1.025976955,0.095316372,1.03,0.1,0.754082621,19.460156502,1.034592271,26.699100261,0.75521828747124631,19.489463966472261,1.0345922705057224,26.699100260836435,25.833386653,2.4,,Yes,2020-08-18,Not Available,Not Available
107612_2019,107612,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.189875392,4.9,0.681399959,18.268095405,1.697161490,1.570339629,0.145889316,1.57,0.15,0.859699614,22.185750711,1.047084603,27.021482372,0.86083528105745089,22.215058175317253,1.048220269678136,27.050789836171273,35.520906648,3.3,,Yes,2020-06-11,Not Available,Not Available
107613_2019,107613,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.306125632,7.9,0.794966618,21.312777973,1.980021738,1.810331855,0.168185322,,,1.078883268,27.842091381,1.379834916,35.608569503,1.0800189344137674,27.871398845285896,1.3809705828045651,35.637876967263566,39.826471091,3.7,,Yes,2020-09-15,Not Available,Not Available
107617_2019,107617,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.310000640,8,0.681399959,18.268095405,1.697161490,1.999799403,0.185787432,2,0.19,0.976673274,25.204419566,1.279896256,33.029512617,0.97780894062066637,25.233727030274611,1.2810319222068662,33.058820081474749,36.597297759,3.4,,Yes,2020-07-20,Not Available,Not Available
107618_2019,107618,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.244125504,6.3,0.567833299,15.223412838,1.414301241,2.029543770,0.188550774,2.03,0.19,0.840393282,21.687523812,1.081154601,27.900706310,0.84039328229883048,21.687523812314996,1.0822902676091697,27.930013774508367,31.215342206,2.9,,Yes,2020-08-28,Not Available,Not Available
107619_2019,107619,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.356500736,9.2,0.681399959,18.268095405,1.697161490,1.983093662,0.184235418,1.98,0.18,0.999386606,25.790568858,1.349171918,34.817267958,1.0005222725746887,25.81987632249934,1.3491719180689334,34.817267958148939,35.520906648,3.3,,Yes,2020-06-01,Not Available,Not Available
107622_2019,107622,2019,M3H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Other - Mall,Other - Mall,Other - Mall,0.833126720,21.5,0.567833299,15.223412838,1.414301241,1.581340970,0.146911374,,,1.408226581,36.341256118,2.219092532,57.266785850,1.3821062494022662,35.667184431874801,2.1884295337700634,56.475484305852703,37.673688870,3.5,,Yes,2020-07-30,Not Available,Not Available
107625_2019,107625,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.310000640,8,0.681399959,18.268095405,1.697161490,2.293575965,0.213080166,2.29,0.21,1.007336272,25.995721110,1.309423587,33.791506697,1.0096076053562979,26.054336039389234,1.3128305869424977,33.879429090589376,36.597297759,3.4,,Yes,2020-10-01,Not Available,Not Available
107627_2019,107627,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.248000512,6.4,0.794966618,21.312777973,1.980021738,2.319653219,0.215502822,2.32,0.22,1.066390935,27.519709270,1.311694920,33.850121626,1.067526601839055,27.549016734562294,1.3128305869424977,33.879429090589376,43.055644422,4,,Yes,2020-08-18,Not Available,Not Available
107629_2019,107629,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.197625408,5.1,1.135666598,30.446825676,2.828602483,1.809109484,0.16807176,1.81,0.17,1.304880921,33.674276838,1.505893909,38.861698074,1.3060165873562908,33.703584302921954,1.5070295751493896,38.891005539110814,55.972337749,5.2,,No,,Not Available,Not Available
107639_2019,107639,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.166625344,4.3,0.567833299,15.223412838,1.414301241,1.648163933,0.15311943,,,0.757489621,19.548078896,0.922161277,23.797661264,0.75748962066664871,19.548078895694733,0.92216127733331155,23.797661264324024,31.215342206,2.9,,Yes,2020-07-16,Not Available,Not Available
107640_2019,107640,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.186000384,4.8,0.340699979,9.134047703,0.848580745,0.728533279,0.067682952,,,0.549662633,14.184812872,0.730233622,18.844699745,0.55079829988504436,14.214120336449694,0.73136928891952291,18.874007209636297,19.375039990,1.8,,No,,Not Available,Not Available
107642_2019,107642,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.228625472,5.9,0.794966618,21.312777973,1.980021738,2.017727515,0.187453008,,,1.057305602,27.285249553,1.286710255,33.205357405,1.0584412690574463,27.314557017672403,1.2878459217930729,33.234664869142172,41.979253312,3.9,,Yes,2020-09-10,Not Available,Not Available
107644_2019,107644,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.186000384,4.8,0.908533278,24.357460541,2.262881986,1.246818698,0.11583324,,,1.043677603,26.933559978,1.229926925,31.739984174,1.0459489364827339,26.992174906948801,1.2321982585057178,31.798599103191584,44.132035533,4.1,,Yes,2020-06-25,Not Available,Not Available
107645_2019,107645,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.395250816,10.2,0.113566660,3.044682568,0.282860248,0.890701201,0.082748844,,,0.561019299,14.477887518,0.941467609,24.295888163,0.5621549658620556,14.507194982562059,0.94260327609193173,24.325195627326281,12.916693327,1.2,,Yes,2020-06-25,Not Available,Not Available
107646_2019,107646,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.189875392,4.9,0.794966618,21.312777973,1.980021738,1.173476422,0.10901952,,,1.032320937,26.640485332,1.223112926,31.564139386,1.0323209373103202,26.640485331613963,1.2231129257241087,31.56413938630169,44.132035533,4.1,,Yes,2020-06-25,Not Available,Not Available
107647_2019,107647,2019,M2K,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.174375360,4.5,0.794966618,21.312777973,1.980021738,1.411431363,0.131126256,,,1.018692938,26.288795756,1.194721261,30.831452771,1.0198286047356078,26.318103220890361,1.1947212607815809,30.831452771020778,44.132035533,4.1,,Yes,2020-06-25,Not Available,Not Available
107654_2019,107654,2019,M2M,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.306125632,7.9,0.681399959,18.268095405,1.697161490,1.366611083,0.126962316,,,0.949417276,24.501040415,1.246961924,32.179596143,0.95055294227583931,24.530347879604935,1.2492332574712348,32.23821107236013,35.520906648,3.3,,Yes,2020-07-03,Not Available,Not Available
107661_2019,107661,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Office,Office,Office,0.492126016,12.7,0.340699979,9.134047703,0.848580745,0.589182954,0.054736884,,,0.787016952,20.310072976,1.262861257,32.589900648,0.7881526188045791,20.33938044019812,1.2651325898390504,32.64851557691744,17.222257769,1.6,74,Yes,2020-09-18,Not Available,Not Available
107662_2019,107662,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Office,Office,Office,0.980377023,25.3,0.567833299,15.223412838,1.414301241,0.956709250,0.088881192,,,1.589933237,41.030450456,2.538214846,65.502183406,1.5910689033792726,41.059757920342314,2.53935051245971,65.531490870724781,35.520906648,3.3,68,No,,Not Available,2020
107696_2019,107696,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.255750528,6.6,0.567833299,15.223412838,1.414301241,1.130693428,0.10504485,,,0.814272951,21.013452126,1.065255269,27.490401805,0.81427295055170479,21.013452126256556,1.0652552686436529,27.490401805339822,30.138951096,2.8,,Yes,2020-08-20,Not Available,Not Available
107697_2019,107697,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.197625408,5.1,0.454266639,12.178730270,1.131440993,0.887034087,0.082408158,,,0.673450292,17.379326514,0.867649281,22.390902963,0.67345029243676569,17.379326514463234,0.86878494724135868,22.420210427595908,25.833386653,2.4,,Yes,2020-08-20,Not Available,Not Available
107698_2019,107698,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.437875904,11.3,0.567833299,15.223412838,1.414301241,1.190589620,0.110609388,1.19,0.11,0.999386606,25.790568858,1.425261580,36.780868087,1.0005222725746887,25.81987632249934,1.4252615801149087,36.780868087101787,30.138951096,2.8,,No,,Not Available,Not Available
107699_2019,107699,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.174375360,4.5,0.227133320,6.089365135,0.565720497,0.623816806,0.057954474,0.62,0.06,0.353192312,9.114621494,0.523542302,13.510741186,0.35319231188504907,9.1146214940945463,0.52354230154021741,13.510741185780018,9.687519995,0.9,,No,,Not Available,Not Available
107711_2019,107711,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.294500608,7.6,0.340699979,9.134047703,0.848580745,1.187737420,0.11034441,,,0.631430628,16.294950324,0.917618611,23.680431406,0.63143062832182406,16.294950323847484,0.91761861094250696,23.680431405879077,18.298648880,1.7,,No,,Not Available,Not Available
107712_2019,107712,2019,M2H,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Other - Lodging/Residential,Multifamily Housing,0.360375744,9.3,0.567833299,15.223412838,1.414301241,1.314864033,0.122154858,,,0.943738943,24.354503092,1.295795588,33.439817121,0.94373894268963276,24.354503091937517,1.2969312545746818,33.469124586032066,31.215342206,2.9,,No,,Not Available,Not Available
107716_2019,107716,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.255750528,6.6,0.681399959,18.268095405,1.697161490,2.322912876,0.215805654,2.32,0.22,0.917618611,23.680431406,1.172007929,30.245303479,0.89263394579308231,23.035667184431876,1.1436162638850302,29.512616863515138,35.520906648,3.3,,Yes,2020-06-08,Not Available,Not Available
107718_2019,107718,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.302250624,7.8,0.681399959,18.268095405,1.697161490,2.162374782,0.200891178,2.16,0.2,1.057305602,27.285249553,1.358257251,35.051727675,1.0357279371034236,26.728407725447671,1.3332725857011178,34.406963453591629,40.902862201,3.8,,Yes,2020-07-17,Not Available,Not Available
107720_2019,107720,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.244125504,6.3,0.681399959,18.268095405,1.697161490,1.785069516,0.165838374,1.79,0.17,0.988029940,25.497494212,1.228791259,31.710676709,0.96077394165514951,24.794115061106066,1.2015352603677876,31.007297558688197,39.826471091,3.7,,Yes,2020-07-17,Not Available,Not Available
107722_2019,107722,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.220875456,5.7,0.681399959,18.268095405,1.697161490,1.450547244,0.13476024,1.45,0.13,0.906261945,23.387356760,1.125445598,29.043697430,0.8824129464137721,22.771900002930746,1.1015965997700887,28.428240672899388,36.597297759,3.4,,Yes,2020-07-02,Not Available,Not Available
107725_2019,107725,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.290625600,7.5,0.794966618,21.312777973,1.980021738,1.976981805,0.183667608,1.98,0.18,1.112953266,28.721315319,1.403683915,36.224026259,1.0868329339999743,28.047243632953315,1.3741565832183582,35.462032179596143,41.979253312,3.9,,No,,Not Available,Not Available
107763_2019,107763,2019,M1R,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.069750144,1.8,0.794966618,21.312777973,1.980021738,1.310789462,0.121776318,,,0.941467609,24.295888163,1.016421605,26.230180827,0.91421161114940352,23.592509012045369,0.98916560659767772,25.526801676386977,43.055644422,4,,No,,CRB (Certified Rental Building),Not Available
107764_2019,107764,2019,M1R,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.275125568,7.1,0.567833299,15.223412838,1.414301241,2.200675748,0.204449454,,,0.839257616,21.658216348,1.111817599,28.692007854,0.82335828333331385,21.247911843146451,1.0925112669884798,28.193780956009498,31.215342206,2.9,,Yes,2020-06-04,Not Available,Not Available
107765_2019,107765,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.166625344,4.3,0.794966618,21.312777973,1.980021738,1.779365116,0.165308418,1.78,0.17,0.936924943,24.178658304,1.107274933,28.574777996,0.91648294434480571,23.651123941267841,1.0856972674022731,28.017936168342079,38.750079980,3.6,,No,,Not Available,Not Available
107783_2019,107783,2019,M4A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Enclosed Mall,Enclosed Mall,Enclosed Mall,1.069502207,27.6,0.454266639,12.178730270,1.131440993,1.455436729,0.135214488,,,1.579712237,40.766683274,2.617711508,67.553705929,1.5501849058620323,40.0046891943378,2.5813701765746511,66.615867061340523,31.215342206,2.9,,Yes,2020-11-17,BOMA BEST,Not Available
107786_2019,107786,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,,,,,,,,,,,,,,,,,,,,,No,,Not Available,Not Available
107787_2019,107787,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.244125504,6.3,1.022099938,27.402143108,2.545742234,1.751658034,0.162734346,,,1.354850251,34.963805281,1.602425569,41.352832566,1.3196445865287041,34.055273878256791,1.5638129050344456,40.356378769672638,55.972337749,5.2,,Yes,2020-09-29,Not Available,Not Available
107790_2019,107790,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.228625472,5.9,1.135666598,30.446825676,2.828602483,2.008763459,0.18662022,,,1.425261580,36.780868087,1.658073233,42.788898332,1.3877845823907715,35.813721754930981,1.620596234919502,41.821752000234461,61.354293302,5.7,,Yes,2020-07-30,Not Available,Not Available
107795_2019,107795,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.193750400,5,0.681399959,18.268095405,1.697161490,1.886933788,0.175301874,1.89,0.18,0.905126278,23.358049295,1.099325267,28.369625744,0.88354861301147325,22.801207467541982,1.075476268022963,27.754168986840948,36.597297759,3.4,,No,,Not Available,Not Available
107796_2019,107796,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.271250560,7,0.794966618,21.312777973,1.980021738,1.625346336,0.150999606,1.63,0.15,1.095918267,28.281703350,1.366206917,35.256879927,1.0720692682298596,27.666246593007241,1.3423579184827268,34.641423170481524,41.979253312,3.9,,No,,Not Available,Not Available
107829_2019,107829,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.193750400,5,1.022099938,27.402143108,2.545742234,1.745546178,0.162166536,1.75,0.16,1.187907261,30.655607983,1.383241916,35.696491896,1.1890429277930752,30.684915447964599,1.3843775825976683,35.725799361097273,50.590382196,4.7,,No,,Not Available,Not Available
107840_2019,107840,2019,M3A,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.228625472,5.9,0.794966618,21.312777973,1.980021738,2.492822483,0.231590772,,,1.036863604,26.757715190,1.267403923,32.707130506,1.0130146051494011,26.142258433222942,1.2401479246896254,32.003751355470236,41.979253312,3.9,,Yes,2020-07-03,Not Available,Not Available
107841_2019,107841,2019,M5P,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.263500544,6.8,0.227133320,6.089365135,0.565720497,0.915963541,0.085095792,0.92,0.09,0.479251304,12.367750066,0.741590288,19.137774391,0.46335197186205795,11.957445561384485,0.71774128974710949,18.522317634301459,11.840302216,1.1,,Yes,2020-09-18,Not Available,Not Available
107842_2019,107842,2019,M5P,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.178250368,4.6,0.227133320,6.089365135,0.565720497,1.419580505,0.131883336,1.42,0.13,0.430417641,11.107529088,0.601903297,15.532956244,0.42246797434481753,10.902376835379972,0.59508929719538817,15.357111456287917,13.993084437,1.3,,Yes,2020-09-24,Not Available,Not Available
107843_2019,107843,2019,M5P,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.240250496,6.2,0.681399959,18.268095405,1.697161490,1.325457917,0.123139062,1.33,0.12,0.941467609,24.295888163,1.179957595,30.450455731,0.91421161114940352,23.592509012045369,1.1504302634712371,29.688461651182557,37.673688870,3.5,,Yes,2020-08-18,Not Available,Not Available
107847_2019,107847,2019,M5P,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.372000768,9.6,0.567833299,15.223412838,1.414301241,1.471327556,0.136690794,,,0.976673274,25.204419566,1.342357918,34.641423170,0.95395994206894297,24.618270273438647,1.3162375867356009,33.967351484423084,34.444515538,3.2,,Yes,2020-06-19,Not Available,Not Available
107848_2019,107848,2019,M5P,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.341000704,8.8,0.454266639,12.178730270,1.131440993,1.198738762,0.111366468,,,0.808594618,20.866914803,1.143616264,29.512616864,0.78247428581607337,20.192843117141937,1.1163602655402032,28.809237712845462,26.909777764,2.5,,Yes,2020-05-21,Not Available,Not Available
107849_2019,107849,2019,M5P,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.166625344,4.3,0.227133320,6.089365135,0.565720497,0.526842019,0.048945222,,,0.389533643,10.052460362,0.556476633,14.360657660,0.37704131043677264,9.7300782509305126,0.54057730050573427,13.950353154948566,11.840302216,1.1,,No,,Not Available,Not Available
107860_2019,107860,2019,M6C,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.085250176,2.2,,,,2.721813368,0.25286472,,,0.965316608,24.911344920,1.055034269,27.226634624,,,,,44.132035533,4.1,,No,,Not Available,Not Available
107891_2019,107891,2019,M6B,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.251875520,6.5,0.454266639,12.178730270,1.131440993,1.116432429,0.10371996,,,0.737047622,19.020544533,0.986894273,25.468186747,0.70865595696550032,18.287857917411564,0.95509560866664411,24.647577738049883,24.756995543,2.3,,No,,Not Available,Not Available
107898_2019,107898,2019,M6B,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.259625536,6.7,0.567833299,15.223412838,1.414301241,1.995317375,0.185371038,,,0.907397612,23.416664224,1.164058263,30.040151227,0.8824129464137721,22.771900002930746,1.1368022642988236,29.336772075847719,33.368124427,3.1,,Yes,2020-09-21,Not Available,Not Available
107900_2019,107900,2019,M6B,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Multifamily Housing,Multifamily Housing,Multifamily Housing,0.139500288,3.6,0.340699979,9.134047703,0.848580745,1.075279263,0.099896706,1.08,0.1,0.541712967,13.979660620,0.681399959,17.584478767,0.52808496793102189,13.627971044224964,0.66663629285055892,17.203481726795815,21.527822211,2,,Yes,2020-06-29,Not Available,Not Available
107907_2019,107907,2019,M6E,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Office,Mixed Use Property,Office,0.015500032,0.4,0.340699979,9.134047703,0.848580745,0.410716748,0.038156832,,,0.366820311,9.466311069,0.387262310,9.993845432,0.34297131250573892,8.8508543125934178,0.36227764466665813,9.3490812109844388,17.222257769,1.6,100,No,,Not Available,Not Available
107910_2019,107910,2019,M6B,ontario_large_building_energy_water_ghgs-2019.xlsx/2019 Building Data,Toronto,Strip Mall,Strip Mall,Strip Mall,0.306125632,7.9,,,,0.310074846,0.028806894,0.31,0.03,0.345242646,8.909469242,0.639380295,16.500102576,,,,,5.381955553,0.5,,Yes,2020-06-05,Not Available,Not Available
